DENOMINACIÓN,DESCRIPCIÓN DEL PRODUCTO OFERTADO,descripcion_completa,tamano_id
SET SUCCION TRAQUEAL DESECHABLE (DAHLHAUSEN REF. 0709800000)EXTRACTOR DE MUESTRA SECRECION TRAQUEAL DESECHABLE  CULTIVO SECRECION BRONQUIAL,SET SUCCION TRAQUEAL DESECHABLE (DAHLHAUSEN REF. 0709800000)EXTRACTOR DE MUESTRA SECRECION TRAQUEAL DESECHABLE  CULTIVO SECRECION BRONQUIAL,set succion traqueal desechable (dahlhausen ref. 0709800000)extractor de muestra secrecion traqueal desechable  cultivo secrecion bronquial set succion traqueal desechable (dahlhausen ref. 0709800000)extractor de muestra secrecion traqueal desechable  cultivo secrecion bronquial,0
FILTRO HUMIDIFICADOR CON INTERCAMBIADOR DE CALOR- HUMEDAD REF 880530 ,"FILTRO HUMIDIFICADOR E INTERCAMBIADOR DE CALOR (HMEF). FABRICADO POR HAISHENG MEDICAL, HECHO EN CHINA. FILTRO HUMIDIFICADOR CONDENSADOR HIGROSCÓPICO TIPO HMEF. CON CAPACIDAD DE FILTRACIÓN VIRAL/BACTERIANA. BFE: 99,99%.; VFE: 99,99%. CON CONEXIONES UNIVERSALES. ESPACIO MUERTO 49 ML. PRODUCTO ESTERILIZADO POR OE. DESECHABLE, LIBRE DE LÁTEX. CERTIFICACIÓN CE, ISO, FDA. FICHA TÉCNICA INCLUIDA.","filtro humidificador con intercambiador de calor- humedad ref 880530  filtro humidificador e intercambiador de calor (hmef). fabricado por haisheng medical, hecho en china. filtro humidificador condensador higroscópico tipo hmef. con capacidad de filtración viral/bacteriana. bfe: 99,99%.; vfe: 99,99%. con conexiones universales. espacio muerto 49 ml. producto esterilizado por oe. desechable, libre de látex. certificación ce, iso, fda. ficha técnica incluida.",0
CANULA CPAP NEONATAL 6 FR. 100% SILICONA (REF 232-06 SILMAG),Productodiseñado para laadministración de mezcla de aire/oxígeno con presión positiva en pacientes neonatoscon respiraciones espontáneas,canula cpap neonatal 6 fr. 100% silicona (ref 232-06 silmag) productodiseñado para laadministración de mezcla de aire/oxígeno con presión positiva en pacientes neonatoscon respiraciones espontáneas,0
CANULA CPAP NEONATAL 8 FR. 100 % SILICONA (REF 232-08 SILMAG) ,Productodiseñado para laadministración de mezcla de aire/oxígeno con presión positiva en pacientes neonatoscon respiraciones espontáneas.,canula cpap neonatal 8 fr. 100 % silicona (ref 232-08 silmag)  productodiseñado para laadministración de mezcla de aire/oxígeno con presión positiva en pacientes neonatoscon respiraciones espontáneas.,0
INTUBACION BRONQUEAL  41-FR.DERECHO (RUSCH REF 116200),TUBO ENDOBRONQUIAL BD 41FR M,intubacion bronqueal  41-fr.derecho (rusch ref 116200) tubo endobronquial bd 41fr m,0
INTUBACION BRONQUEAL 26-FR.DERECHO (RUSCH REF 116200),TUBO ENDOBRONQUIAL BD 26FR 116200 M,intubacion bronqueal 26-fr.derecho (rusch ref 116200) tubo endobronquial bd 26fr 116200 m,0
INTUBACION BRONQUEAL 26-FR.IZQUIERDO (RUSCH REF 116100),TUBO ENDOBRONQUIAL BI 26FR M,intubacion bronqueal 26-fr.izquierdo (rusch ref 116100) tubo endobronquial bi 26fr m,0
INTUBACION BRONQUEAL 28-FR.IZQUIERDO (RUSCH REF 116100),TUBO ENDOBRONQUIAL BI 28FR M,intubacion bronqueal 28-fr.izquierdo (rusch ref 116100) tubo endobronquial bi 28fr m,0
INTUBACION BRONQUEAL 35-FR.IZQUIERDO (RUSCH REF 116100),TUBO ENDOBRONQUIAL BI 35FR M,intubacion bronqueal 35-fr.izquierdo (rusch ref 116100) tubo endobronquial bi 35fr m,0
INTUBACION BRONQUEAL 37-FR.IZQUIERDO ( RUSCH REF 1106100),TUBO ENDOBRONQUIAL BI 37FR M,intubacion bronqueal 37-fr.izquierdo ( rusch ref 1106100) tubo endobronquial bi 37fr m,0
INTUBACION BRONQUEAL 39-FR.IZQUIERDO (RUSCH REF 116-100),TUBO ENDOBRONQUIAL BI 39FR M,intubacion bronqueal 39-fr.izquierdo (rusch ref 116-100) tubo endobronquial bi 39fr m,0
INTUBACION BRONQUEAL 41-FR.IZQUIERDO (RUSCH REF 116-100) ,TUBO ENDOBRONQUIAL BI 41FR 116100 M,intubacion bronqueal 41-fr.izquierdo (rusch ref 116-100)  tubo endobronquial bi 41fr 116100 m,0
INTUBACION BRONQUIAL 28-FR.DERECHO (RUSCH REF 116-200),TUBO ENDOBRONQUIAL BD 28FR M,intubacion bronquial 28-fr.derecho (rusch ref 116-200) tubo endobronquial bd 28fr m,0
INTUBACION BRONQUIAL 35-FR.DERECHO (RUSCH REF 116-200),TUBO ENDOBRONQUIAL BD 35FR M,intubacion bronquial 35-fr.derecho (rusch ref 116-200) tubo endobronquial bd 35fr m,0
INTUBACION BRONQUIAL 37-FR.DERECHO  (RUSCH REF 116-200),TUBO ENDOBRONQUIAL BD 37FR M,intubacion bronquial 37-fr.derecho  (rusch ref 116-200) tubo endobronquial bd 37fr m,0
"TUBO ENDOTRAQUEAL CON BALON N° 3,5",T.E.T. C/BAL FR 3.5 (M),"tubo endotraqueal con balon n° 3,5 t.e.t. c/bal fr 3.5 (m)",0
TUBO ENDOTRAQUEAL CON BALON N° 4,T.E.T. C/BAL FR 4.0 (M),tubo endotraqueal con balon n° 4 t.e.t. c/bal fr 4.0 (m),0
"TUBO ENDOTRAQUEAL CON BALON N° 4,5",T.E.T. C/BAL FR 4.5 (M),"tubo endotraqueal con balon n° 4,5 t.e.t. c/bal fr 4.5 (m)",0
"TUBO ENDOTRAQUEAL CON ESPIRAL ACERO REFORZADO N° 8,5  ",T ENDOT REF CC 8.5 - 103902 (M),"tubo endotraqueal con espiral acero reforzado n° 8,5   t endot ref cc 8.5 - 103902 (m)",0
"TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 4,5 CON BALON",TUBO END PREF NASAL CB 4.5MM (M),"tubo endotraqueal preformado nasal n° 4,5 con balon tubo end pref nasal cb 4.5mm (m)",0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 4.0 CON BALON,TUBO END PREF NASAL CB 4.0MM (M),tubo endotraqueal preformado nasal n° 4.0 con balon tubo end pref nasal cb 4.0mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 5.0 CON BALON,TUBO END PREF NASAL CB 5.0MM (M),tubo endotraqueal preformado nasal n° 5.0 con balon tubo end pref nasal cb 5.0mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 5.5 CON BALON,TUBO END PREF NASAL CB 5.5MM (M),tubo endotraqueal preformado nasal n° 5.5 con balon tubo end pref nasal cb 5.5mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 6.0 CON BALON,TUBO END PREF NASAL CB 6.0MM (M),tubo endotraqueal preformado nasal n° 6.0 con balon tubo end pref nasal cb 6.0mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 6.5 CON BALON,TUBO END PREF NASAL CB 6.5MM (M),tubo endotraqueal preformado nasal n° 6.5 con balon tubo end pref nasal cb 6.5mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 7.0 CON BALON,TUBO END PREF NASAL CB 7.0MM (M),tubo endotraqueal preformado nasal n° 7.0 con balon tubo end pref nasal cb 7.0mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 7.5 CON BALON,TUBO END PREF NASAL CB 7.5MM (M),tubo endotraqueal preformado nasal n° 7.5 con balon tubo end pref nasal cb 7.5mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO NASAL N° 8.0 CON BALON,TUBO END PREF NASAL CB 8.0MM (M),tubo endotraqueal preformado nasal n° 8.0 con balon tubo end pref nasal cb 8.0mm (m),0
"TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 4,5  CON BALON  ",TUBO END PREF ORAL CB 4.5MM (M),"tubo endotraqueal preformado oral n° 4,5  con balon   tubo end pref oral cb 4.5mm (m)",0
TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 4.0 CON BALON,TUBO END PREF ORAL CB 4.0MM (M),tubo endotraqueal preformado oral n° 4.0 con balon tubo end pref oral cb 4.0mm (m),0
TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 5.0 CON BALON ,TUBO END PREF ORAL CB 5.0MM (M),tubo endotraqueal preformado oral n° 5.0 con balon  tubo end pref oral cb 5.0mm (m),0
"TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 8,5 CON BALON ",TUBO END PREF ORAL CB 8.5MM (M),"tubo endotraqueal preformado oral n° 8,5 con balon  tubo end pref oral cb 8.5mm (m)",0
TUBO ENDOTRAQUEAL SIN BALON N° 2,T.E.T. S/BAL FR 2.0 (M),tubo endotraqueal sin balon n° 2 t.e.t. s/bal fr 2.0 (m),0
"TUBO ENDOTRAQUEAL SIN BALON N° 2,5",T.E.T. S/BAL FR 2.5 (M),"tubo endotraqueal sin balon n° 2,5 t.e.t. s/bal fr 2.5 (m)",0
TUBO ENDOTRAQUEAL SIN BALON N° 3,T.E.T. S/BAL FR 3.0 (M),tubo endotraqueal sin balon n° 3 t.e.t. s/bal fr 3.0 (m),0
"TUBO ENDOTRAQUEAL SIN BALON N° 3,5",T.E.T. S/BAL FR 3.5 (M),"tubo endotraqueal sin balon n° 3,5 t.e.t. s/bal fr 3.5 (m)",0
TUBO ENDOTRAQUEAL SIN BALON N° 4,T.E.T. S/BAL FR 4.0 (M),tubo endotraqueal sin balon n° 4 t.e.t. s/bal fr 4.0 (m),0
"TUBO ENDOTRAQUEAL SIN BALON N° 4,5",T.E.T. S/BAL FR 4.5 (M),"tubo endotraqueal sin balon n° 4,5 t.e.t. s/bal fr 4.5 (m)",0
TUBO ENDOTRAQUEAL SIN BALON N° 5,T.E.T. S/BAL FR 5.0 (M),tubo endotraqueal sin balon n° 5 t.e.t. s/bal fr 5.0 (m),0
"TUBO ENDOTRAQUEAL SIN BALON N° 5,5",T.E.T. S/BAL FR 5.5 (M),"tubo endotraqueal sin balon n° 5,5 t.e.t. s/bal fr 5.5 (m)",0
SONDA NASOYUYENALES 12 FR. 100% SILICONA (REF. 398-12-P),Sonda Nasoyeyunal guia y lastre 12Fr x 110cm,sonda nasoyuyenales 12 fr. 100% silicona (ref. 398-12-p) sonda nasoyeyunal guia y lastre 12fr x 110cm,0
SONDA NASOYUYENALES 14 FR.100% SILICONA (REF. 398-14-S),Sonda Nasoyeyunal guia y lastre 14Fr x 110cm,sonda nasoyuyenales 14 fr.100% silicona (ref. 398-14-s) sonda nasoyeyunal guia y lastre 14fr x 110cm,0
"SONDA VESICAL SUPRAPUBICO DESECHABLE 12 CM - 5,4MM, 65 CM - CH 15 - 5,0 MM (CISTOSTOMIA) SIMILAR A REF 4450170","CYSTOFIX SET WITH 2 L BAG FR15,12 CM ","sonda vesical suprapubico desechable 12 cm - 5,4mm, 65 cm - ch 15 - 5,0 mm (cistostomia) similar a ref 4450170 cystofix set with 2 l bag fr15,12 cm ",0
SONDA ASPIRACION TRACH CARE 6 FR. CIRCUITO CERRADO     ,CATETER DE SUCCION CERRADA 6FR PVC GRDO MEDICO PARA USO CONTINUO 24-72HRS,sonda aspiracion trach care 6 fr. circuito cerrado      cateter de succion cerrada 6fr pvc grdo medico para uso continuo 24-72hrs,0
SONDA DE GASTROSTOMIA N° 14 ,"SONDA DE GASTROSTOMIA DE RECAMBIO 14FR BALON 5CC, 100% SILICONA DE LARGO USO, LIBRE DE LATEX","sonda de gastrostomia n° 14  sonda de gastrostomia de recambio 14fr balon 5cc, 100% silicona de largo uso, libre de latex",0
SONDA DE GASTROSTOMIA N° 16 ,"SONDA DE GASTROSTOMIA DE RECAMBIO 16FR BALON 5CC, 100% SILICONA DE LARGO USO, LIBRE DE LATEX","sonda de gastrostomia n° 16  sonda de gastrostomia de recambio 16fr balon 5cc, 100% silicona de largo uso, libre de latex",0
SONDA DE GASTROSTOMIA N° 22 ,"SONDA DE GASTROSTOMIA DE RECAMBIO 22FR BALON 20CC, 100% SILICONA DE LARGO USO, LIBRE DE LATEX","sonda de gastrostomia n° 22  sonda de gastrostomia de recambio 22fr balon 20cc, 100% silicona de largo uso, libre de latex",0
SONDA DE GASTROSTOMIA N° 24,"SONDA DE GASTROSTOMIA DE RECAMBIO 24FR BALON 20CC, 100% SILICONA DE LARGO USO, LIBRE DE LATEX","sonda de gastrostomia n° 24 sonda de gastrostomia de recambio 24fr balon 20cc, 100% silicona de largo uso, libre de latex",0
SONDA DE GASTROSTOMIA Nº 12 ,"SONDA DE GASTROSTOMIA DE RECAMBIO 12FR BALON 5CC, 100% SILICONA DE LARGO USO, LIBRE DE LATEX","sonda de gastrostomia nº 12  sonda de gastrostomia de recambio 12fr balon 5cc, 100% silicona de largo uso, libre de latex",0
SONDA DE GASTROSTOMIA Nº 18  ,"SONDA DE GASTROSTOMIA DE RECAMBIO 18FR BALON 20CC, 100% SILICONA DE LARGO USO, LIBRE DE LATEX","sonda de gastrostomia nº 18   sonda de gastrostomia de recambio 18fr balon 20cc, 100% silicona de largo uso, libre de latex",0
SONDA DE RECAMBIO GASTROSTOMIA N°20 FR.,"SONDA DE GASTROSTOMIA DE RECAMBIO 14FR BALON 20CC, 100% SILICONA DE LARGO USO, LIBRE DE LATEX","sonda de recambio gastrostomia n°20 fr. sonda de gastrostomia de recambio 14fr balon 20cc, 100% silicona de largo uso, libre de latex",0
"SONDA FOLEY 2 VIAS 1 CTE. 6 FR.CON BALON 1.5 - 3CC CC 100% SILICONA,  LARGA PERMANENCIA DE SILICONA (CODIGO HOFMANN SONFOL057 )","SONDA FOLEY DOS VIAS 6 FR CON 1.5CC, 100% SILICONA MEDICA","sonda foley 2 vias 1 cte. 6 fr.con balon 1.5 - 3cc cc 100% silicona,  larga permanencia de silicona (codigo hofmann sonfol057 ) sonda foley dos vias 6 fr con 1.5cc, 100% silicona medica",0
SONDA NASOGASTRICA LEVIN DESECHABLE 12 FR. ,SKU700340 SONDA NASOGÁSTRICA LEVIN 12FR ESTÉRIL. MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,sonda nasogastrica levin desechable 12 fr.  sku700340 sonda nasogástrica levin 12fr estéril. marca biomedika. procedencia china. caja x 10 unidades.,0
SONDA NASOGASTRICA LEVIN DESECHABLE 14 FR. ,SKU700341 SONDA NASOGÁSTRICA LEVIN 14FR ESTÉRIL. MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,sonda nasogastrica levin desechable 14 fr.  sku700341 sonda nasogástrica levin 14fr estéril. marca biomedika. procedencia china. caja x 10 unidades.,0
SONDA NASOGASTRICA LEVIN DESECHABLE 16 FR. ,SKU700342 SONDA NASOGÁSTRICA LEVIN 16FR ESTÉRIL. MARCA BIOMEDIKA. PROCEDENCIA CHINA. CAJA X 10 UNIDADES.,sonda nasogastrica levin desechable 16 fr.  sku700342 sonda nasogástrica levin 16fr estéril. marca biomedika. procedencia china. caja x 10 unidades.,0
SONDA ASPIRACION TRACH CARE 8 FR. CIRCUITO CERRADO     ,SONDA DE ASPIRACIÓN CERRARDA NEO DE 8 FR.,sonda aspiracion trach care 8 fr. circuito cerrado      sonda de aspiración cerrarda neo de 8 fr.,0
SONDA ALIMENTACION PEDIATRICA CON TAPA 10 FR 50 CM,SONDA DE ALIMENTACION CON TAPA N* 10,sonda alimentacion pediatrica con tapa 10 fr 50 cm sonda de alimentacion con tapa n* 10,0
SONDA ALIMENTACION PEDIATRICA CON TAPA 5 FR.38-40 CM.LARGO 2 ORIFICIOS LATERALES C/MARCA REFERENCIA ENVASE INDIVIDUAL ESTERIL.,SONDA DE ALIMENTACION CON TAPA N* 5,sonda alimentacion pediatrica con tapa 5 fr.38-40 cm.largo 2 orificios laterales c/marca referencia envase individual esteril. sonda de alimentacion con tapa n* 5,0
SONDA ALIMENTACION PEDIATRICA CON TAPA 6 FR.38-40 CM.LARGO 2 ORIFICIOS LATERALES C/MARCA REFERENCIA ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO PENINE,SONDA DE ALIMENTACION CON TAPA N* 6,sonda alimentacion pediatrica con tapa 6 fr.38-40 cm.largo 2 orificios laterales c/marca referencia envase individual esteril resistente con sello que asegure inviolabilidad del contenido penine sonda de alimentacion con tapa n* 6,0
SONDA ALIMENTACION PEDIATRICA CON TAPA 8 FR.38-40 CM.LARGO 2 ORIFICIOS LATERALES C/MARCA REFERENCIA ENVASE INDIVIDUAL ESTERIL RESISTENTE CON SELLO QUE ASEGURE INVIOLABILIDAD DEL CONTENIDO PENINE,SONDA DE ALIMENTACION CON TAPA N* 8,sonda alimentacion pediatrica con tapa 8 fr.38-40 cm.largo 2 orificios laterales c/marca referencia envase individual esteril resistente con sello que asegure inviolabilidad del contenido penine sonda de alimentacion con tapa n* 8,0
SONDA ASPIRACION DESECHABLE 10 FR.CON CONTROL SUCCION 40-50 CM.LARGO 2-3 ORIFICIOS,SONDA DE ASPIRACION CON VALVULA N* 10,sonda aspiracion desechable 10 fr.con control succion 40-50 cm.largo 2-3 orificios sonda de aspiracion con valvula n* 10,0
SONDA ASPIRACION DESECHABLE 5 FR.CON CONTROL SUCCION 40-50 CM.LARGO 2-3 ORIFICIOS,SONDA DE ASPIRACION CON VALVULA N* 5,sonda aspiracion desechable 5 fr.con control succion 40-50 cm.largo 2-3 orificios sonda de aspiracion con valvula n* 5,0
SONDA ASPIRACION DESECHABLE 6 FR. GRADUADA CON CONTROL SUCCION 40-50 CM.LARGO 2-3 ORIFICIOS ,SONDA DE ASPIRACION CON VALVULA N* 6,sonda aspiracion desechable 6 fr. graduada con control succion 40-50 cm.largo 2-3 orificios  sonda de aspiracion con valvula n* 6,0
SONDA ASPIRACION DESECHABLE 8 FR. GRADUADA CON CONTROL SUCCION 40-50 CM.LARGO 2-3 ORIFICIOS ,SONDA DE ASPIRACION CON VALVULA N* 8,sonda aspiracion desechable 8 fr. graduada con control succion 40-50 cm.largo 2-3 orificios  sonda de aspiracion con valvula n* 8,0
SONDA FOLEY 1 CTE. 10 FR.CON BALÓN 5 CC  2 VÍAS,SONDAS FOLEY DE 2 VIAS CON BALON 3 A 5 CC N* 10,sonda foley 1 cte. 10 fr.con balón 5 cc  2 vías sondas foley de 2 vias con balon 3 a 5 cc n* 10,0
SONDA FOLEY 1 CTE. 12 FR.CON BALÓN 5 CC  2 VÍAS (REF. 180705120) LATEX SILICONADO,SONDAS FOLEY DE 2 VIAS CON BALON 5 A 15 CC N* 12,sonda foley 1 cte. 12 fr.con balón 5 cc  2 vías (ref. 180705120) latex siliconado sondas foley de 2 vias con balon 5 a 15 cc n* 12,0
SONDA FOLEY 1 CTE. 14 FR.CON BALÓN 5 CC  2 VÍAS  REF 180705140) LATEX SILICONADO,SONDAS FOLEY DE 2 VIAS CON BALON 5 A 15 CC N* 14,sonda foley 1 cte. 14 fr.con balón 5 cc  2 vías  ref 180705140) latex siliconado sondas foley de 2 vias con balon 5 a 15 cc n* 14,0
SONDA FOLEY 1 CTE. 16 FR CON BALÓN  5 CC  2 VÍAS ,SONDAS FOLEY DE 2 VIAS CON BALON 5 A 15 CC N* 16,sonda foley 1 cte. 16 fr con balón  5 cc  2 vías  sondas foley de 2 vias con balon 5 a 15 cc n* 16,0
SONDA FOLEY 1 CTE. 18 FR.CON BALÓN 5 CC  2 VÍAS (REF 180705180) LATEX SILICONADO,SONDAS FOLEY DE 2 VIAS CON BALON 5 A 15 CC N* 18,sonda foley 1 cte. 18 fr.con balón 5 cc  2 vías (ref 180705180) latex siliconado sondas foley de 2 vias con balon 5 a 15 cc n* 18,0
SONDA FOLEY 1 CTE. 20 FR.CON BALÓN 5  CC  2 VÍAS  (REF 18705200) LATEX SILICONADO,SONDAS FOLEY DE 2 VIAS CON BALON 5 A 15 CC N* 20,sonda foley 1 cte. 20 fr.con balón 5  cc  2 vías  (ref 18705200) latex siliconado sondas foley de 2 vias con balon 5 a 15 cc n* 20,0
SONDA FOLEY 1 CTE. 22 FR.CON BALÓN 5  CC  2 VÍAS (REF 180705220) LATEX SILICONADO,SONDAS FOLEY DE 2 VIAS CON BALON 5 A 15 CC N* 22,sonda foley 1 cte. 22 fr.con balón 5  cc  2 vías (ref 180705220) latex siliconado sondas foley de 2 vias con balon 5 a 15 cc n* 22,0
SONDA FOLEY 1 CTE. 8 FR.CON BALÓN 3 CC  2 VÍAS (REF 180003080)LATEX SILICONADO,SONDAS FOLEY DE 2 VIAS CON BALON 3 A 5 CC N* 8,sonda foley 1 cte. 8 fr.con balón 3 cc  2 vías (ref 180003080)latex siliconado sondas foley de 2 vias con balon 3 a 5 cc n* 8,0
SONDA FOLEY 2 CTE. 18 FR.CON BALON 30 CC 3 VIAS   (REF. 183430180) LATEX SILICONADO,SONDAS FOLEY DE 3 VIAS CON BALON 30 CC N* 18,sonda foley 2 cte. 18 fr.con balon 30 cc 3 vias   (ref. 183430180) latex siliconado sondas foley de 3 vias con balon 30 cc n* 18,0
SONDA FOLEY 2 CTE. 22 FR.CON BALON 30 CC 3 VIAS (RUSCH REF 183430220) LATEX SILICONADA,SONDAS FOLEY DE 3 VIAS CON BALON 30 CC N* 22,sonda foley 2 cte. 22 fr.con balon 30 cc 3 vias (rusch ref 183430220) latex siliconada sondas foley de 3 vias con balon 30 cc n* 22,0
SONDA FOLEY 2 VÍAS 10 FR 100% SILICONA,SONDAS FOLEY DE 2 VIAS 100% SILICONA CON BALON 3 A 5 CC N* 10,sonda foley 2 vías 10 fr 100% silicona sondas foley de 2 vias 100% silicona con balon 3 a 5 cc n* 10,0
SONDA FOLEY 2 VÍAS 10 FR CON BALÓN 5 CC  LATEX SILICONADO,SONDAS FOLEY DE 2 VIAS CON BALON 3 A 5 CC N* 10,sonda foley 2 vías 10 fr con balón 5 cc  latex siliconado sondas foley de 2 vias con balon 3 a 5 cc n* 10,0
SONDA FOLEY 2 VIAS 14 FR. 100% SILICONA,SONDAS FOLEY DE 2 VIAS 100% SILICONA CON BALON 5 A 15 CC N* 14,sonda foley 2 vias 14 fr. 100% silicona sondas foley de 2 vias 100% silicona con balon 5 a 15 cc n* 14,0
SONDA FOLEY 2 VIAS 18 FR. 100% SILICONA,SONDAS FOLEY DE 2 VIAS 100% SILICONA CON BALON 5 A 15 CC N* 18,sonda foley 2 vias 18 fr. 100% silicona sondas foley de 2 vias 100% silicona con balon 5 a 15 cc n* 18,0
SONDA FOLEY 2 VIAS 8 FR 100% SILICONA,SONDAS FOLEY DE 2 VIAS 100% SILICONA CON BALON 3 A 5 CC N* 8,sonda foley 2 vias 8 fr 100% silicona sondas foley de 2 vias 100% silicona con balon 3 a 5 cc n* 8,0
SONDA FOLEY 20 FR CON BALON 30 CC TRIPLE LUMEN (REF 183430200) LATEX SILICONADO,SONDAS FOLEY DE 3 VIAS CON BALON 30 CC N* 20,sonda foley 20 fr con balon 30 cc triple lumen (ref 183430200) latex siliconado sondas foley de 3 vias con balon 30 cc n* 20,0
SONDA FOLEY TRIPLE LUMEN N° 16 ,SONDAS FOLEY DE 3 VIAS CON BALON 30 CC N* 16,sonda foley triple lumen n° 16  sondas foley de 3 vias con balon 30 cc n* 16,0
SONDA NASOGASTRICA LEVIN DESECHABLE 10 FR.,SONDA NASOGASTRICA LEVIN RADIOPACA N* 10,sonda nasogastrica levin desechable 10 fr. sonda nasogastrica levin radiopaca n* 10,0
SONDA NASOGASTRICA LEVIN DESECHABLE 6 FR.,SONDA NASOGASTRICA LEVIN RADIOPACA N* 6,sonda nasogastrica levin desechable 6 fr. sonda nasogastrica levin radiopaca n* 6,0
SONDA NASOGASTRICA LEVIN DESECHABLE 8 FR.,SONDA NASOGASTRICA LEVIN RADIOPACA N* 8,sonda nasogastrica levin desechable 8 fr. sonda nasogastrica levin radiopaca n* 8,0
SONDA NELATON DESECHABLE ESTERIL 10 FR.40 CM.LARGO 2 ORIFICIOS  ,SONDA NELATON DESECHABLE N* 10,sonda nelaton desechable esteril 10 fr.40 cm.largo 2 orificios   sonda nelaton desechable n* 10,0
SONDA NELATON DESECHABLE ESTERIL 12 FR.40 CM.LARGO 2 ORIFICIOS ,SONDA NELATON DESECHABLE N* 12,sonda nelaton desechable esteril 12 fr.40 cm.largo 2 orificios  sonda nelaton desechable n* 12,0
SONDA NELATON DESECHABLE ESTERIL 14 FR.40 CM.LARGO 2 ORIFICIOS ,SONDA NELATON DESECHABLE N* 14,sonda nelaton desechable esteril 14 fr.40 cm.largo 2 orificios  sonda nelaton desechable n* 14,0
SONDA NELATON DESECHABLE ESTERIL 16 FR.,SONDA NELATON DESECHABLE N* 16,sonda nelaton desechable esteril 16 fr. sonda nelaton desechable n* 16,0
SONDA NELATON DESECHABLE ESTERIL 18 FR.40 CM.LARGO 2 ORIFICIOS ,SONDA NELATON DESECHABLE N* 18,sonda nelaton desechable esteril 18 fr.40 cm.largo 2 orificios  sonda nelaton desechable n* 18,0
SONDA NELATON DESECHABLE ESTERIL 6 FR.,SONDA NELATON DESECHABLE N* 6,sonda nelaton desechable esteril 6 fr. sonda nelaton desechable n* 6,0
SONDA NELATON DESECHABLE ESTERIL 8 FR.,SONDA NELATON DESECHABLE N* 8,sonda nelaton desechable esteril 8 fr. sonda nelaton desechable n* 8,0
SONDA FOLEY SILICONA 2 VIAS N° 12,SONDA FOLEY SILICONA 2 VIAS N° 12,sonda foley silicona 2 vias n° 12 sonda foley silicona 2 vias n° 12,0
SONDA NASOGASTRICA LEVIN DESECHABLE 18 FR. ,SONDA NASOGASTRICA LEVIN DESECHABLE 18 FR.,sonda nasogastrica levin desechable 18 fr.  sonda nasogastrica levin desechable 18 fr.,0
SONDA NASOGASTRICA LEVIN DESECHABLE 4 FR.,SONDA NASOGASTRICA LEVIN DESECHABLE 4 FR.,sonda nasogastrica levin desechable 4 fr. sonda nasogastrica levin desechable 4 fr.,0
SONDA NASOGASTRICA N° 8 SILICONADA ,SONDA NASOGASTRICA N° 8 SILICONADA,sonda nasogastrica n° 8 siliconada  sonda nasogastrica n° 8 siliconada,0
SONDA NELATON 22 ESTERIL TRANSPARENTE,SONDA NELATON 22 ESTERIL TRANSPARENTE,sonda nelaton 22 esteril transparente sonda nelaton 22 esteril transparente,0
SONDA NELATON DESECHABLE ESTERIL 20 FR.,SONDA NELATON DESECHABLE ESTERIL 20 FR.,sonda nelaton desechable esteril 20 fr. sonda nelaton desechable esteril 20 fr.,0
SONDA NELATON DESECHABLE ESTERIL 24 FR.,SONDA NELATON DESECHABLE ESTERIL 24 FR.,sonda nelaton desechable esteril 24 fr. sonda nelaton desechable esteril 24 fr.,0
